Zipcode,Page,NewUsed,Year,Make,Model,MSRP,Dealer_Price,Fuel_Type,Exterior_Color,City_MPG,Interior_Color,Highway_MPG,Drivetrain,Transmission,Liters,V,Mileage,Customer_Review,URL
84044,1,USED,2017,Jaguar,F-TYPE R,,39992,Gasoline,Rhodium Silver,15,Jet /J et,23,AWD,8-Speed Automatic,5.0,8,21972,4.8,https://www.cars.com/vehicledetail/detail/790566853/overview/
84044,1,USED,2018,Kia,Soul Base,,10399,Gasoline,Shadow Black,24,Black,30,FWD,6-Speed Manual,1.6,6,10150,4.9,https://www.cars.com/vehicledetail/detail/793816038/overview/
84044,1,USED,2019,Toyota,Sienna SE,,22492,Gasoline,Salsa Red Pearl,19,Black,27,FWD,8-Speed Automatic,3.5,6,11386,4.4,https://www.cars.com/vehicledetail/detail/807444335/overview/
84044,1,USED,2018,Honda,HR-V EX,,15189,Gasoline,Misty Green,25,Black,33,AWD,Automatic CVT,1.8,6,28045,4.8,https://www.cars.com/vehicledetail/detail/805167003/overview/
84044,1,USED,2019,Subaru,Crosstrek 2.0i Limited,,20000,Gasoline,Cool Gray Khaki,27,Black,33,AWD,Automatic CVT,2.0,6,12688,4.8,https://www.cars.com/vehicledetail/detail/806353599/overview/
84044,1,USED,2014,INFINITI,QX60 Base,,14999,Gasoline,Black Obsidian,20,Brown,26,AWD,Automatic CVT,3.5,6,73582,4.5,https://www.cars.com/vehicledetail/detail/801753578/overview/
84044,1,USED,2018,GMC,Yukon XL Denali,,44544,Gasoline,Onyx Black,14,Jet Black,23,4WD,10-Speed Automatic,6.2,8,20225,4.8,https://www.cars.com/vehicledetail/detail/808258341/overview/
84044,1,USED,2017,Buick,Enclave Premium,,20436,Gasoline,Crimson Red,15,Choccachino,22,AWD,6-Speed Automatic,3.6,6,21575,4.8,https://www.cars.com/vehicledetail/detail/806353709/overview/
84044,1,USED,2018,Tesla,Model S 75D,,52500,Electric,Gray,102,White,105,AWD,1-Speed Automatic,,,10823,4.9,https://www.cars.com/vehicledetail/detail/796907519/overview/
84044,1,USED,2015,Tesla,Model S 85,,32500,Electric,Black,88,Tan,90,RWD,1-Speed Automatic,,,22233,4.8,https://www.cars.com/vehicledetail/detail/796757750/overview/
84044,2,NEW,2020,Hyundai,Ioniq Hybrid Blue,,22696,Hybrid,Intense Blue,57,Black,59,FWD,6-Speed Automatic with Auto-Shift,1.6,6,8,5,https://www.cars.com/vehicledetail/detail/799195349/overview/
84044,2,USED,2019,Chevrolet,Traverse LT Leather,,27479,Gasoline,Havana Brown Metallic,18,Medium Ash Gray,27,FWD,9-Speed Automatic,3.6,6,2421,4.5,https://www.cars.com/vehicledetail/detail/783317507/overview/
84044,2,NEW,2020,Subaru,Legacy,,31629,Gasoline,Ice Silver Metallic,,Gray,,AWD,Automatic CVT,2.5,6,12,5,https://www.cars.com/vehicledetail/detail/802842339/overview/
84044,2,USED,2019,Kia,Sedona EX,,25489,Gasoline,Venetian Red,18,Gray,24,FWD,8-Speed Automatic,3.3,6,16788,4.6,https://www.cars.com/vehicledetail/detail/807826579/overview/
84044,2,NEW,2019,Ford,EcoSport SES,,22375,Gasoline,Smoke,23,Black,29,4WD,6-Speed Automatic,2.0,6,15,3.9,https://www.cars.com/vehicledetail/detail/807086010/overview/
84044,2,USED,2018,Honda,Odyssey EX-L,,24999,Gasoline,,19,,28,FWD,9-Speed Automatic,3.5,6,24498,4.7,https://www.cars.com/vehicledetail/detail/808422843/overview/
84044,2,USED,2016,Chevrolet,Traverse LTZ,,18000,Gasoline,Champagne Silver,15,Ebony,22,AWD,6-Speed Automatic,3.6,6,38339,4.6,https://www.cars.com/vehicledetail/detail/808258187/overview/
84044,2,USED,2017,Ford,Explorer Platinum,,25000,Gasoline,White Gold Metallic,16,Ebony Black,22,4WD,6-Speed Automatic,3.5,6,27362,4.7,https://www.cars.com/vehicledetail/detail/808370726/overview/
84044,2,USED,2018,MINI,Hardtop Cooper S,,16589,Gasoline,Chili Pepper Red,23,Carbon Black,32,FWD,6-Speed Automatic,2.0,6,10854,4.8,https://www.cars.com/vehicledetail/detail/794467240/overview/
84044,2,USED,2018,Tesla,Model 3 Long Range,,33992,Electric,Silver,120,Black,112,RWD,1-Speed Automatic,,,13905,4.5,https://www.cars.com/vehicledetail/detail/806638842/overview/
84044,2,USED,2019,Chevrolet,Traverse LT Cloth,,24379,Gasoline,Satin Steel Metallic,17,Jet Black,25,FWD,9-Speed Automatic,3.6,6,13695,4.5,https://www.cars.com/vehicledetail/detail/806464960/overview/
84044,2,USED,2014,Cadillac,CTS-V Base,,31992,Gasoline,Black,14,Black,19,RWD,6-Speed Manual,6.2,8,31330,5,https://www.cars.com/vehicledetail/detail/804752734/overview/
84044,2,NEW,2020,Ford,EcoSport SES,,23556,Gasoline,Diamond White,23,Ebony,29,4WD,6-Speed Automatic,2.0,6,3,4.2,https://www.cars.com/vehicledetail/detail/781914543/overview/
84044,2,USED,2018,Honda,Civic Type R Touring,,29479,Gasoline,Polished Metal Metallic,22,Red / Black,28,FWD,6-Speed Manual,2.0,6,8537,4.6,https://www.cars.com/vehicledetail/detail/807484748/overview/
84044,2,USED,2017,Mazda,CX-9 Signature,,24599,Gasoline,Snowflake White Pearl Metallic,20,Auburn,26,AWD,6-Speed Automatic,2.5,4,11225,4.6,https://www.cars.com/vehicledetail/detail/794653575/overview/
84044,2,USED,2016,Cadillac,SRX Luxury Collection,,16979,Gasoline,Crystal Red Tintcoat,17,Shale / Brownstone,24,FWD,6-Speed Automatic,3.6,6,19443,4.6,https://www.cars.com/vehicledetail/detail/808234687/overview/
84044,2,USED,2014,Acura,MDX 3.5L,,21690,Gasoline,White,18,Beige,27,AWD,6-Speed Automatic,3.5,6,34750,4.6,https://www.cars.com/vehicledetail/detail/799584070/overview/
84044,2,USED,2016,Toyota,Prius Four,,15899,Hybrid,Midnight Black Metallic,54,Black,50,FWD,Automatic CVT,1.8,6,39784,4.8,https://www.cars.com/vehicledetail/detail/808258202/overview/
84044,2,USED,2015,Audi,Q7 3.0 TDI Premium Plus,,26100,Diesel,Gray,,Black,,AWD,8-Speed Automatic,3.0,6,42160,4.7,https://www.cars.com/vehicledetail/detail/808409740/overview/
84044,2,NEW,2020,Ford,EcoSport SES,,25211,Gasoline,Diamond White,23,Ebony,29,4WD,6-Speed Automatic,2.0,6,9,4.2,https://www.cars.com/vehicledetail/detail/801106773/overview/
84044,2,NEW,2020,GMC,Savana 2500 Work Van,,29385,Gasoline,Summit White,,Medium Pewter,,RWD,Automatic,6.0,8,5,,https://www.cars.com/vehicledetail/detail/804269992/overview/
84044,2,USED,2017,Mercedes-Benz,AMG GLC 43 Base 4MATIC,,36789,Gasoline,,18,,24,AWD,9-Speed Automatic,3.0,6,25735,4.6,https://www.cars.com/vehicledetail/detail/808225375/overview/
84044,2,USED,2012,Volkswagen,Jetta SportWagen TDI,,6995,Diesel,Gray,30,,42,FWD,6-Speed Automatic with Auto-Shift,2.0,6,57385,4.8,https://www.cars.com/vehicledetail/detail/806470969/overview/
84044,2,USED,2018,INFINITI,Q70L 3.7X LUXE,,26287,Gasoline,Black Obsidian,18,Graphite,24,AWD,7-Speed Automatic,3.7,6,13405,5,https://www.cars.com/vehicledetail/detail/801014396/overview/
84044,2,USED,2019,Honda,Passport Sport,,22899,Gasoline,Obsidian Blue Pearl,20,Black,25,AWD,9-Speed Automatic,3.5,6,1553,4.5,https://www.cars.com/vehicledetail/detail/796732082/overview/
84044,2,USED,2017,Chevrolet,Colorado ZR2,,27500,Gasoline,Summit White,16,Jet Black,18,4WD,8-Speed Automatic,3.6,6,21714,4.7,https://www.cars.com/vehicledetail/detail/808370721/overview/
84044,2,USED,2017,Tesla,Model X 90D,,54992,Electric,Midnight Silver Metallic,90,Black,94,AWD,1-Speed Automatic,,,16333,4.7,https://www.cars.com/vehicledetail/detail/806839082/overview/
